name,animaltype,breed,colour,sex,suburb,AgeYears
GREGORY ,DOG ,LABRADOR X ,BLACK ,M,LETHBRIDGE,
BRADLEY ,DOG ,BLUE HEELER X ,TRICOLOUR ,M,LETHBRIDGE,
JACK ,CAT ,DOMESTIC SHORT HAIR ,BLACK AND WHITE ,M,LETHBRIDGE,
EDDIE ,DOG ,COCKER SPANIEL ,GOLD ,F,SUTHERLANDS CREEK,
LARA ,DOG ,LABRADOR ,BLACK ,F,SUTHERLANDS CREEK,
JOE ,DOG ,KELPIE ,BLACK AND TAN ,M,SUTHERLANDS CREEK,
SHEBA ,DOG ,KELPIE X ,TAN/BROWN ,F,SUTHERLANDS CREEK,
MAC ,DOG ,KELPIE ,BLACK/TAN ,M,SUTHERLANDS CREEK,
KITT ,CAT ,DOMESTIC SHORT HAIR ,GINGER ,M,SUTHERLANDS CREEK,
LUCKY ,DOG ,TERRIER CROSS ,TAN ,M,SUTHERLANDS CREEK,
MOSS ,DOG ,KELPIE ,BLACK AND TAN ,F,SUTHERLANDS CREEK,
BEAR ,DOG ,JACK RUSSELL X ,TRI COLOUR ,M,SUTHERLANDS CREEK,
WILLIOW ,CAT ,DOMESTIC SHORT HAIR ,BLACK & WHITE ,F,SUTHERLANDS CREEK,
SHIELA ,DOG ,SHITZHU X ,BROWN & WHITE ,F,SUTHERLANDS CREEK,
MAGGIE ,DOG ,SHITZHU X ,BROWN & WHITE ,F,SUTHERLANDS CREEK,
COKE ,CAT ,DOMESTIC SHORT HAIR ,BLACK/WHITE ,F,SUTHERLANDS CREEK,
CODY ,DOG ,BORDER COLLIE ,BLACK/WHITE ,M,SUTHERLANDS CREEK,
WHISKEY ,CAT ,DOMESTIC SHORT HAIR ,BLACK/WHITE ,M,SUTHERLANDS CREEK,
POPPY ,DOG ,KELPIE ,CHOCOLATE & TAN ,F,SUTHERLANDS CREEK,
MINNIE ,DOG ,COLLIE ,BLACK AND WHITE ,F,SUTHERLANDS CREEK,
LUCKY ,CAT ,DOMESTIC LONG HAIR ,WHITE AND GREY ,M,SUTHERLANDS CREEK,
SOPHIE ,DOG ,SPANIEL ,BLACK ,F,BANNOCKBURN,
ARCHIE ,DOG ,GERMAN SHORTHAIRED POINTER ,BROWN AND WHITE ,M,BANNOCKBURN,
HUNTER ,DOG ,RED HEELER ,RED AND WHITE ,M,LETHBRIDGE,
ABBY ,DOG ,JACK RUSSELL TERRIER ,WHITE/TAN ,F,LETHBRIDGE,
JOSIE ,DOG ,GOLDEN RETRIEVER ,GOLD ,F,LETHBRIDGE,
BONNIE ,DOG ,BORDER COLLIE ,BLAKC/WHITE ,F,LETHBRIDGE,
ROSIE ,DOG ,CAVOODLE ,BLACK ,F,LETHBRIDGE,
MAX ,DOG ,MALTESE TERRIER X ,BLACK ,M,LETHBRIDGE,
ZOE ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,LETHBRIDGE,
MOLLY ,CAT ,BURMESE ,BROWN/TORTOISESHELL ,F,LETHBRIDGE,
FREADA ,DOG ,KELPIE ,BLACK/TAN ,F,LETHBRIDGE,
JACK ,DOG ,JACK RUSSELL TERRIER ,BLACK/WHITE ,M,LETHBRIDGE,
GIDGET ,DOG ,STAFFORDSHIRE BULL TERRIER ,WHITE/RED ,F,LETHBRIDGE,
SCRAPPY ,DOG ,STAFFORDSHIRE BULL TERRIER ,RED ,M,LETHBRIDGE,
SKYE ,DOG ,STAFFORDSHIRE BULL TERRIER ,BLUE ,F,LETHBRIDGE,
CODY ,DOG ,LABRADOR ,CREAM ,M,LETHBRIDGE,
ASHA ,DOG ,LABRADOR ,BLACK ,F,LETHBRIDGE,
EDDIE ,DOG ,FOX TERRIER ,WHITE/BLACK ,M,LETHBRIDGE,
TUG ,DOG ,WHIPPET ,BONE ,M,LETHBRIDGE,
MOLLY ,DOG ,FOX TERRIER ,TRI ,F,LETHBRIDGE,
TRIX ,DOG ,LABRADOR ,GOLD ,M,LETHBRIDGE,
SMOKEY ,CAT ,TONKINESE ,GREY/TAN ,M,LETHBRIDGE,
MISSY ,DOG ,KELPIE ,BROWN ,F,LETHBRIDGE,
SOOTY ,CAT ,MOGGIE ,BLACK ,M,LETHBRIDGE,
MOLLY ,DOG ,BORDER COLLIE ,BLACK/WHITE ,F,MAUDE,
FERAL TASHA ,CAT ,DOMESTIC LONG HAIR ,TORTOISESHELL ,F,MAUDE,
SPOTTER ,DOG ,JACK RUSSELL TERRIER ,BROWN AND WHITE ,F,MAUDE,
WILL ,DOG ,ENGLISH SPRINGER SPANIEL ,LIVER & WHITE ,M,LETHBRIDGE,
ROWENA ,DOG ,ENGLISH SPRINGER SPANIEL ,LIVER &WHITE ,F,LETHBRIDGE,
BINDY ,DOG ,JACK RUSSELL TERRIER ,WHITE AND BROWN ,F,LETHBRIDGE,
TUCO ,DOG ,KELPIE X ,BLACK ,M,LETHBRIDGE,
PINGU ,DOG ,KELPIE X ,BROWN ,M,LETHBRIDGE,
KALI ,DOG ,AUSTRALIAN SHEPHERD ,BLACK/WHITE/BROWN ,F,BATESFORD,
KOMODO ,DOG ,AUSTRALIAN SHEPHERD ,BLACK & WHITE ,M,BATESFORD,
MOLLY ,CAT ,DOMESTIC SHORT HAIR ,GREY/WHITE ,F,BATESFORD,
PATCHES ,CAT ,DOMESTIC SHORT HAIR ,GREY/WHITE ,M,LETHBRIDGE,
BUCKLEY ,DOG ,BULLDOG ,WHITE ,M,TEESDALE,
MEGGS ,CAT ,DOMESTIC SHORT HAIR ,GINGER ,M,TEESDALE,
TURBO ,DOG ,GERMAN SHEPHERD ,BLACK & TAN ,M,TEESDALE,
MARBLES ,CAT ,DOMESTIC SHORT HAIR ,TORTOISE/BLACK ,F,TEESDALE,
LEYA ,DOG ,LABRADOR ,BLACK ,F,TEESDALE,
TOM ,DOG ,ENGLISH POINTER ,GOLD ,M,TEESDALE,
CINDER ,CAT ,DOMESTIC SHORT HAIR ,BLACK TORTI ,F,TEESDALE,
BAM ,DOG ,POODLE X ,APRICOT ,M,LETHBRIDGE,
STORM ,DOG ,BORDER COLLIE ,BLUE MERLE ,M,TEESDALE,
JACKI ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,TEESDALE,
HAILLIE-JADE ,DOG ,BULL TERRIER ,WHITE ,F,TEESDALE,
BECKY ,DOG ,BORDER COLLIE ,CHOC/WHITE ,F,TEESDALE,
CHARLIE ,DOG ,BORDER COLLIE ,CHOC/WHITE ,F,TEESDALE,
ROSIE ,DOG ,BOXER ,RED AND WHITE ,F,TEESDALE,
RUSTY ,DOG ,MURRAY RIVER CURLY COAT ,LIVER ,M,TEESDALE,
 ,CAT ,DOMESTIC LONG HAIR ,BLACK AND WHITE ,F,TEESDALE,
BONNY ,DOG ,GERMAN SHEPHERD ,BLACK & TAN ,F,TEESDALE,
LOFTY ,DOG ,MURRAY RIVER CURLY COAT ,RED ,M,TEESDALE,
COSI ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,M,TEESDALE,
TIPSY ,DOG ,BORDER COLLIE ,BLACK LITTLE WHITE ,F,TEESDALE,
SANDY ,DOG ,STAGHOUND ,CREAM ,F,TEESDALE,
DUSTY ,DOG ,RED HEELER ,RED ,F,TEESDALE,
ZOE ,DOG ,BORDER COLLIE X ,BLACK AND TAN ,F,TEESDALE,
JESS ,DOG ,WHIPPET ,GREY/WHITE MARKINGS ,F,TEESDALE,
TEE JAY ,DOG ,MALT./SHIH TZU X ,WHITE ,M,TEESDALE,
FRANKIE ,DOG ,AMERICAN STAFFORDSHIRE TERRIER,TAN ,M,TEESDALE,
BINDI ,DOG ,FOX TERRIER ,BRINDLE ,F,TEESDALE,
EC ,CAT ,DOMESTIC SHORT HAIR ,BRINDLE ,F,TEESDALE,
VENUS ,DOG ,JACK RUSSELL TERRIER ,WHITE AND TAN ,F,TEESDALE,
RUBY ,DOG ,LABRADOR ,BROWN ,F,TEESDALE,
SMOKEE ,CAT ,DOMESTIC LONG HAIR ,GREY & WHITE ,F,TEESDALE,
BELLA ,DOG ,ROTTWEILER X ,BLACK/TAN ,F,TEESDALE,
BEAU ,DOG ,SHEEP DOG ,BLACK & TAN ,M,TEESDALE,
BOB ,DOG ,KELPIE ,DARK BROWN ,M,TEESDALE,
PIPPA ,DOG ,SHEEP DOG ,CHOC BROWN ,F,TEESDALE,
RUSTY ,DOG ,BORDER COLLIE ,BROWN/WHITE ,M,TEESDALE,
PETE ,DOG ,KELPIE ,BROWN ,M,TEESDALE,
KOSMO ,DOG ,GOLDEN RETRIEVER ,GOLDEN ,M,TEESDALE,
MEI MEI ,CAT ,RAG DOLL CAT ,SEAL POINT ,F,TEESDALE,
SMILLA ,DOG ,NEWFOUNDLAND ,BLACK ,F,TEESDALE,
BUTTERBALL ,CAT ,DOMESTIC SHORT HAIR ,GREY/WHITE ,M,TEESDALE,
SNOWBALL ,DOG ,FOX TERRIER ,WHITE ,M,LETHBRIDGE,
JET ,DOG ,SHETLAND SHEEPDOG ,TRI COLOUR ,M,LETHBRIDGE,
HARRY ,DOG ,SHETLAND SHEEPDOG ,BLUE MERLE ,M,LETHBRIDGE,
PHEOBE ,DOG ,SHETLAND SHEEPDOG ,TRI COLOUR ,F,LETHBRIDGE,
TRICKS ,DOG ,SHETLAND SHEEPDOG ,TRI COLOUR ,F,LETHBRIDGE,
HUNTER ,DOG ,SHETLAND SHEEPDOG ,BLUE MERLE ,M,LETHBRIDGE,
HOLLY ,DOG ,SHETLAND SHEEPDOG ,TRI ,F,LETHBRIDGE,
JACKSON ,DOG ,SHETLAND SHEEPDOG ,TRI ,M,LETHBRIDGE,
DUCHESS ,DOG ,SHETLAND SHEEPDOG ,SABLE & WHITE ,F,LETHBRIDGE,
ROSIE ,DOG ,SHETLAND SHEEPDOG ,TRI COLOR ,F,LETHBRIDGE,
COLE ,DOG ,SHETLAND SHEEPDOG ,TRI COLOUR ,M,LETHBRIDGE,
STORM ,DOG ,SHETLAND SHEEPDOG ,BLUE MERLE ,F,LETHBRIDGE,
HEIDI ,DOG ,SHETLAND SHEEPDOG ,SABLE & WHITE ,F,LETHBRIDGE,
BANDIT ,DOG ,SHETLAND SHEEPDOG ,BLUE MERLE ,M,LETHBRIDGE,
LUCY ,DOG ,KELPIE X ,BLACK AND TAN ,F,TEESDALE,
MAKYBE ,DOG ,LABRADOR ,BLACK ,F,TEESDALE,
BILLY ,DOG ,GREYHOUND ,BLACK ,M,TEESDALE,
TOBI ,DOG ,GREAT DANE X ,FAWN/GREY ,M,TEESDALE,
JESSIE ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,TEESDALE,
DIESEL ,DOG ,BORDER COLLIE ,BLACK/WHITE ,M,TEESDALE,
INDIE ,DOG ,KELPIE X ,BLACK/TAN ,F,TEESDALE,
CYNDER ,CAT ,DOMESTIC SHORT HAIR ,BLACK/WHITE ,F,TEESDALE,
Q ,DOG ,SIBERIAN HUSKY ,BLACK/WHITE ,M,TEESDALE,
RYTHM ,DOG ,SIBERIAN HUSKY ,RED/WHITE ,F,TEESDALE,
GACA ,DOG ,SIBERIAN HUSKY ,RED/WHITE ,F,TEESDALE,
JORDAN ,DOG ,SIBERIAN HUSKY ,GREY/WHITE ,M,TEESDALE,
TIA ,DOG ,KELPIE ,BLACK/TAN ,F,TEESDALE,
CARA ,DOG ,KELPIE ,RED/TAN ,F,TEESDALE,
CALEB ,DOG ,KELPIE ,RED AND TAN ,M,TEESDALE,
MEG ,DOG ,KELPIE ,BLACK & TAN ,F,TEESDALE,
SPARKY ,DOG ,LABRADOR ,CHOCOLATE ,M,TEESDALE,
DUCHESS ,DOG ,ENGLISH MASTIFF ,FAWN & BLACK ,F,TEESDALE,
WEDNESDAY ,DOG ,JACK RUSSELL TERRIER ,TAN/WHITE ,F,TEESDALE,
TIBBY ,CAT ,TABBY ,TABBY ,M,TEESDALE,
TUCKER ,DOG ,BORDER COLLIE ,TRI ,M,TEESDALE,
OLLIE ,CAT ,DOMESTIC LONG HAIR ,TABBY AND WHITE ,M,TEESDALE,
PIPER ,DOG ,JACK RUSSELL TERRIER ,WHITE & BROWN ,F,TEESDALE,
LILLY ,DOG ,MAREMMA ,WHITE ,M,TEESDALE,
CLANCY ,DOG ,JACK RUSSELL TERRIER ,WHITE/TAN ,F,TEESDALE,
JACK ,DOG ,JACK RUSSELL TERRIER ,TRI ,M,TEESDALE,
REN ,CAT ,DOMESTIC SHORT HAIR ,BLACK/WHITE ,F,TEESDALE,
MAX ,DOG ,CHIHUAHUA ,BLACK/TAN ,M,TEESDALE,
MOLLY ,DOG ,MALTESE TERRIER X ,BLACK/WHITE ,F,TEESDALE,
WILLOW ,DOG ,GREAT DANE ,BLUE MERL ,F,TEESDALE,
KIKI ,DOG ,BORDER COLLIE X ,BLACK & WHITE ,F,TEESDALE,
CHI CHI ,DOG ,CHIHUAHUA X ,TAN/WHITE ,F,TEESDALE,
PUNCHY ,CAT ,DOMESTIC LONG HAIR ,TABBY ,F,TEESDALE,
JEAN-LUC ,CAT ,DOMESTIC SHORT HAIR ,TABBY/WHITE ,M,TEESDALE,
RIKER ,CAT ,DOMESTIC LONG HAIR ,TABBY/WHITE ,M,TEESDALE,
CHAPPY ,DOG ,CORGI X ,TRI COLOR ,M,TEESDALE,
SMOKEY ,CAT ,CAT ,GREY ,M,TEESDALE,
JAYKE ,DOG ,STAFFORDSHIRE BULL TERRIER ,BLACK ,M,TEESDALE,
TAMU ,CAT ,BENGAL ,BROWN AND GOLD ,F,TEESDALE,
MAHALI ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,TEESDALE,
TAU ,CAT ,DOMESTIC LONG HAIR ,GREY TABBY ,M,TEESDALE,
TABITHA ,CAT ,DOMESTIC LONG HAIR ,CHOC TABBY ,F,TEESDALE,
RIFIKI ,CAT ,ABYSSINIAN ,RED ,F,TEESDALE,
FURAHA ,CAT ,ABYSSINIAN ,FAWN ,F,TEESDALE,
RUGER ,DOG ,RHODESIAN RIDGEBACK ,RED ,M,TEESDALE,
BODI ,DOG ,ENGLISH POINTER ,LEMON AND WHITE ,M,TEESDALE,
MISTER BIG ,CAT ,DOMESTIC LONG HAIR ,WHITE AND TABBY ,M,TEESDALE,
SCRUFFY ,DOG ,MALTESE TERRIER X ,BEIGE ,M,TEESDALE,
MILEY ,DOG ,STAFFORDSHIRE BULL TERRIER X ,TAN ,F,TEESDALE,
LUCY ,DOG ,KELPIE ,BLACK AND TAN ,F,TEESDALE,
MAX ,DOG ,KELPIE ,BLACK AND TAN ,M,TEESDALE,
ELI ,DOG ,GERMAN SHORTHAIRED POINTER ,BLACK WHITE ,M,TEESDALE,
GIMLEY ,DOG ,MASTIFF X ,WHITE BLACK ,M,TEESDALE,
WAH WAH ,DOG ,WHIPPET ,TAN ,M,TEESDALE,
LULU ,DOG ,MASTIFF X ,WHITE ,F,TEESDALE,
LADY ,DOG ,FOX TERRIER ,WHITE/BROWN ,F,TEESDALE,
GIZMO ,DOG ,JACK RUSSELL TERRIER ,TAN/WHITE/BLACK ,M,TEESDALE,
WICKIE ,DOG ,MINIATURE FOX TERRIER ,RED ,F,TEESDALE,
CODY ,DOG ,MINIATURE FOX TERRIER ,RED ,M,TEESDALE,
ROXY ,DOG ,MINIATURE FOX TERRIER ,CHOCOLATE ,F,TEESDALE,
MOE ,DOG ,GERMAN SHEPHERD ,BLACK AND TAN ,M,TEESDALE,
PENNY ,DOG ,LABRADOR ,CHOCOLATE ,F,TEESDALE,
BUDDY ,DOG ,LABRADOR ,CHOCOLATE ,M,TEESDALE,
CUBBY ,CAT ,CAT ,MIXED ,F,TEESDALE,
ERNIE ,DOG ,FRENCH BULLDOG ,BRINDLE & WHITE ,M,TEESDALE,
ELLA ,DOG ,FRENCH BULLDOG ,FAWN AND WHITE ,F,TEESDALE,
MAC ,DOG ,STAFFORDSHIRE BULL TERRIER X ,RED ,F,TEESDALE,
CYPRUS ,DOG ,STAFFORDSHIRE BULL TERRIER X ,RED ,F,TEESDALE,
GILLIGAN ,DOG ,POODLE ,BLACK ,M,TEESDALE,
POLLY ,DOG ,POODLE X ,WHITE ,F,TEESDALE,
BEAR ,DOG ,POMERANIAN ,SABLE ,M,TEESDALE,
MATRIX ,CAT ,DOMESTIC SHORT HAIR ,BLACK AND WHITE ,M,TEESDALE,
RAMBO ,DOG ,BOXER ,BROWN AND TAN ,M,TEESDALE,
GYPSY ,CAT ,DOMESTIC LONG HAIR ,GREY ,M,TEESDALE,
RUSSELL ,DOG ,JACK RUSSELL TERRIER ,BROWN/WHITE ,M,TEESDALE,
JACK ,DOG ,JACK RUSSELL TERRIER ,BROWN/WHITE ,M,TEESDALE,
KOVAR ,DOG ,GERMAN SHEPHERD ,BLACK ,M,TEESDALE,
SKYE ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,TEESDALE,
NELL ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,TEESDALE,
BREE ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,TEESDALE,
ROD ,DOG ,BORDER COLLIE ,TRI COLOUR ,M,TEESDALE,
GRACE ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,TEESDALE,
KEN ,DOG ,BORDER COLLIE ,WHITE & BLACK ,M,TEESDALE,
CLAIRE ,DOG ,BORDER COLLIE ,BLACK/WHITE ,F,TEESDALE,
LAY ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,TEESDALE,
 ,DOG ,KELPIE ,BROWN/TAN ,F,TEESDALE,
B ,DOG ,BORDER COLLIE ,BLACK & WHITE ,M,TEESDALE,
TAYLOR LILLY ,DOG ,BOXER ,WHITE ,F,TEESDALE,
PUSS-CAT ,CAT ,DOMESTIC LONG HAIR ,FAWN ,F,TEESDALE,
ASTRA ,DOG ,CANE CORSO ,BLACK ,F,TEESDALE,
ELECTRA ,DOG ,CANE CORSO ,BLACK AND BRINDLE ,F,TEESDALE,
HOPE ,DOG ,CANE CORSO ,BLUE ,F,TEESDALE,
JASPER ,DOG ,STAFFORDSHIRE BULL TERRIER ,BLACK ,M,TEESDALE,
BLIZZARD ,DOG ,STAFFORDSHIRE BULL TERRIER X ,BRINDLE ,F,TEESDALE,
BISHOP ,DOG ,DOBERMAN X ,BLACK WITH TAN MERLINGS ,M,TEESDALE,
ZAIDER ,DOG ,STAGHOUND ,TAN WITH BLACK FACE ,F,TEESDALE,
SOOTY ,DOG ,WEST HIGHLAND TERRIER ,BLACK ,M,TEESDALE,
TILLY ,CAT ,MOGGIE ,SILVER TABBY ,F,TEESDALE,
STORM ,CAT ,DOMESTIC SHORT HAIR ,GREY/WHITE ,M,TEESDALE,
DOT ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,TEESDALE,
XENA ,DOG ,KELPIE ,BLACK & TAN ,F,TEESDALE,
QUINN ,DOG ,BORDER COLLIE ,TRI ,F,TEESDALE,
MUPPY ,DOG ,TOY POODLE ,RED ,F,TEESDALE,
TRAVIS ,DOG ,POODLE ,SILVER ,M,TEESDALE,
MATILDA ,DOG ,KELPIE ,RED/TAN ,F,TEESDALE,
CAM ,DOG ,BORDER COLLIE ,TRI ,M,TEESDALE,
MADDY ,DOG ,MALTESE TERRIER X ,WHITE/TAN ,F,TEESDALE,
BUSTER ,DOG ,GOLDEN RETRIEVER ,GOLD ,M,TEESDALE,
MERLOT ,DOG ,LABRADOR ,CREAM ,F,TEESDALE,
BOB CAT ,CAT ,DOMESTIC SHORT HAIR ,GINGER/WHITE ,M,TEESDALE,
BENSON ,DOG ,GOLDEN RETRIEVER ,GOLD ,M,TEESDALE,
TITAN ,DOG ,BULLMASTIFF  X ,TAN ,M,TEESDALE,
SPLASH ,DOG ,HEELER X ,BLACK & GREY ,F,TEESDALE,
OPAL ,DOG ,JACK RUSSELL TERRIER ,WHITE/TAN ,F,TEESDALE,
MEEKA ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,TEESDALE,
TAZ ,DOG ,STAFFORDSHIRE BULL TERRIER ,BLACK AND WHITE ,F,TEESDALE,
LEELA ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE/BLACK ,F,TEESDALE,
FELIX ,CAT ,MOGGIE ,BLACK/WHITE ,M,TEESDALE,
HENRY ,CAT ,DOMESTIC SHORT HAIR ,GREY ,M,TEESDALE,
STANLEY ,DOG ,DACHSHUND ,BRINDLE/ BLACK TAN ,M,TEESDALE,
DUSTY ,DOG ,AUSTRALIAN CATTLE DOG ,BLUE/RED ,M,TEESDALE,
SHELDON ,DOG ,JACK RUSSELL TERRIER ,TAN AND WHITE ,M,TEESDALE,
NERA ,CAT ,DOMESTIC SHORT HAIR ,BLACK AND WHITE ,F,TEESDALE,
CHRYSTAL ,DOG ,JACK RUSSELL TERRIER ,WHITE AND TAN ,F,TEESDALE,
SHORTY ,DOG ,STAGHOUND ,YELLOW ,F,TEESDALE,
BELLA ,DOG ,STAGHOUND ,BLACK ,F,TEESDALE,
PIP ,DOG ,JACK RUSSELL TERRIER ,BROWN AND WHITE ,F,TEESDALE,
TYRION ,CAT ,DOMESTIC SHORT HAIR ,GREY AND WHITE ,M,TEESDALE,
ROXY ,DOG ,JACK RUSSELL TERRIER ,WHITE/BROWN ,F,TEESDALE,
MONTY ,DOG ,WHIPPET ,WHITE/GREY ,M,TEESDALE,
BIGGER DOG ,DOG ,BORDER COLLIE ,BLACK/WHITE ,M,TEESDALE,
MOLLIE ,DOG ,BORDER COLLIE ,BLACK/WHITE ,F,TEESDALE,
FLASH ,DOG ,BORDER COLLIE X KELPIE ,"BLACK,WHITE & TAN ",F,TEESDALE,
RAIGHN ,DOG ,BORDER COLLIE ,BLUE/WHITE ,M,TEESDALE,
MACY ,DOG ,BORDER COLLIE ,RED/WHITE ,F,TEESDALE,
ARA ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,TEESDALE,
DAISY ,DOG ,BORDER COLLIE ,RED AND WHITE ,F,TEESDALE,
KARA ,DOG ,MALT./SHIH TZU X ,BLACK/WHITE ,F,TEESDALE,
AMY ,DOG ,MALT./SHIH TZU X ,WHITE ,F,TEESDALE,
TOBY ,CAT ,MOGGIE ,GREY/WHITE ,M,TEESDALE,
LUCKY ,CAT ,CAT ,GINGER ,M,TEESDALE,
JAX ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,M,TEESDALE,
SIMBA ,DOG ,LABRADOR ,GOLDEN ,M,TEESDALE,
NARLA ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,TEESDALE,
RUBY ROSE ,DOG ,SAINT BERNARD ,WHITE & TAN ,F,TEESDALE,
HALI ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE ,M,TEESDALE,
BUSTA ,DOG ,JACK RUSSELL TERRIER ,BLACK & WHITE ,M,TEESDALE,
ABY ,DOG ,MALT./SHIH TZU X ,WHITE/TAN ,F,TEESDALE,
BILLIE ,CAT ,DOMESTIC SHORT HAIR ,BLACK AND WHITE ,M,TEESDALE,
PUSSKA ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,TEESDALE,
PEARL ,DOG ,FRENCH BULLDOG ,TAN/BLACK ,F,TEESDALE,
PENNY ,DOG ,CHIHUAHUA ,BLACK/TAN ,F,TEESDALE,
FRECKLES ,DOG ,KELPIE ,BLACK/TAN ,F,TEESDALE,
BAZZA ,DOG ,KELPIE X COLLIE ,BLACK ,M,TEESDALE,
MISSY ,CAT ,TABBY ,TABBY ,F,TEESDALE,
MILLY ,DOG ,TENTERFIELD TERRIER ,TRI COLOUR ,F,TEESDALE,
SANDY ,DOG ,GREYHOUND ,FAWN ,F,TEESDALE,
NICO ,DOG ,GREYHOUND ,FAWN ,M,TEESDALE,
MAUI ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,TEESDALE,
CHLOE ,CAT ,DOMESTIC SHORT HAIR ,GINGER/BROWN TABBY ,F,TEESDALE,
HAVANA ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,TEESDALE,
TESS ,DOG ,STAFFORDSHIRE BULL TERRIER X ,TAN/WHITE ,F,TEESDALE,
GURTI ,DOG ,SHAR PEI ,CHOCOLATE ,F,TEESDALE,
CRICKET ,DOG ,SHAR PEI ,LILAC ,F,TEESDALE,
DANNY ,DOG ,RED HEELER X ,WHITE/TAN ,M,TEESDALE,
RUPERT ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,TEESDALE,
MILLY ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,TEESDALE,
DARYL ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,TEESDALE,
KELLI ,DOG ,KELPIE ,BLACK/TAN ,F,TEESDALE,
BIGGLES ,CAT ,DOMESTIC SHORT HAIR ,CHAMPAGINE ,M,TEESDALE,
CECILIA ,DOG ,LABRADOR X ,BLACK ,F,TEESDALE,
CLYDE ,DOG ,BORDER COLLIE ,BLACK & WHITE ,M,TEESDALE,
OZZY ,DOG ,BLUE HEELER ,BLUE ,M,TEESDALE,
MINDY ,DOG ,MALTESE ,WHITE ,F,TEESDALE,
JOJO ,DOG ,LABRADOR X ,BLACK ,F,TEESDALE,
ARCHIE ,CAT ,DOMESTIC SHORT HAIR ,BLACK AND WHITE ,M,TEESDALE,
BOBBIE ,DOG ,LABRADOR ,WHITE/CREAM ,M,TEESDALE,
BELLA ,DOG ,LABRADOR ,BLACK ,F,TEESDALE,
MISSY ,CAT ,DOMESTIC SHORT HAIR ,GREY ,F,TEESDALE,
ELLIOTT ,CAT ,DOMESTIC LONG HAIR ,GINGER ,M,TEESDALE,
MAX ,DOG ,GOLDEN RETRIEVER ,GOLD ,M,TEESDALE,
ZOE ,DOG ,GOLDEN RETRIEVER ,GOLDEN ,F,TEESDALE,
KIMBA ,CAT ,CROSS BREED CAT ,GREY/WHITE ,M,TEESDALE,
MOLLY ,DOG ,BULL TERRIER ,BRINDLE ,F,TEESDALE,
BRUCE ,CAT ,DOMESTIC SHORT HAIR ,GREY/WHITE ,M,TEESDALE,
PAT ,DOG ,KELPIE ,BLACK & TAN ,M,SHELFORD,
MOLLIE BUSHELL ,DOG ,DACHSHUND ,RED ,F,SHELFORD,
ELIJA ,DOG ,DACHSHUND ,BLACK/TAN ,M,SHELFORD,
BOBBS ,DOG ,DACHSHUND ,SHADED RED ,F,SHELFORD,
STEFFI ,DOG ,DACHSHUND ,RED ,F,SHELFORD,
SUGAR ,DOG ,DACHSHUND ,SHADED RED ,F,SHELFORD,
SHAWLODGE LAMICHI ,DOG ,DACHSHUND ,TAN ,M,SHELFORD,
MUSCLES ,DOG ,DACHSHUND ,RED ,M,SHELFORD,
MINKY ,DOG ,DACHSHUND ,TAN ,F,SHELFORD,
DOWE ,DOG ,DACHSHUND ,SHADED RED ,M,SHELFORD,
KAMAHI SERANITA ,DOG ,DACHSHUND ,BLACK/TAN ,F,SHELFORD,
HAHNDORF MISSY HIGGINS ,DOG ,DACHSHUND ,RED ,F,SHELFORD,
SKEETER ,DOG ,DACHSHUND ,CHOCOLATE ,F,SHELFORD,
MEER ,DOG ,DACHSHUND ,RED ,F,SHELFORD,
GOLDIE ,DOG ,LABRADOR ,GOLD ,F,SHELFORD,
OXLEY ,DOG ,BLUE HEELER ,BLUE ROAN ,M,SHELFORD,
BLACK CAT ,CAT ,TABBY ,BLACK ,M,SHELFORD,
LUCKY ,DOG ,BORDER COLLIE ,BLACK/WHITE ,M,BAMGANIE,
MONTY ,DOG ,KELPIE ,BLACK/TAN ,M,BAMGANIE,
JACK ,DOG ,KELPIE ,BLACK/TAN ,M,BAMGANIE,
JILL ,DOG ,KELPIE ,BLACK & TAN ,F,BAMGANIE,
KATE ,DOG ,KELPIE ,TAN ,F,BAMGANIE,
